TimeStamp,Latitude,Longitude,Altitude,TEC
10/21/2011 0:00:00,30.7997,-81.9717,1,5
10/21/2011 0:00:00,30.8244,-81.9608,1,5
10/21/2011 0:00:00,30.8056,-81.8893,1,5
10/21/2011 0:00:00,30.7914,-81.8372,1,5
10/21/2011 0:00:00,30.7796,-81.796,1,5
10/21/2011 0:00:00,30.7536,-81.6696,1,5
10/21/2011 0:00:00,30.7289,-81.6051,1,5
10/21/2011 0:00:00,30.7324,-81.5666,1,5
10/21/2011 0:00:00,30.7229,-81.5295,1,5
10/21/2011 0:00:00,30.7253,-81.4856,1,5
10/21/2011 0:00:00,30.7111,-81.4609,1,5
10/21/2011 0:00:00,30.7088,-81.4169,1,5
10/21/2011 0:00:00,30.7064,-81.2274,1,5
10/21/2011 0:00:00,30.4345,-81.2357,1,5
10/21/2011 0:00:00,30.316,-81.1725,1,5
10/21/2011 0:00:00,29.7763,-81.0379,1,5
10/21/2011 0:00:00,28.8603,-80.5861,1,5
10/21/2011 0:00:00,28.4771,-80.365,1,5
10/21/2011 0:00:00,28.1882,-80.3815,1,5
10/21/2011 0:00:00,27.1789,-79.9255,1,5
10/21/2011 0:00:00,26.8425,-79.8198,1,5
10/21/2011 0:00:00,26.1394,-79.9118,1,5
10/21/2011 0:00:00,25.5115,-79.9997,1,5
10/21/2011 0:00:00,24.8802,-80.3815,1,5
10/21/2011 0:00:00,24.5384,-80.8704,1,5
10/21/2011 0:00:00,24.3959,-81.925,1,5
10/21/2011 0:00:00,24.4496,-82.2066,1,5
10/21/2011 0:00:00,24.5484,-82.3137,1,5
10/21/2011 0:00:00,24.6982,-82.1997,1,5
10/21/2011 0:00:00,25.2112,-81.3977,1,5
10/21/2011 0:00:00,25.6019,-81.4622,1,5
10/21/2011 0:00:00,25.9235,-81.9456,1,5
10/21/2011 0:00:00,26.3439,-82.2876,1,5
10/21/2011 0:00:00,26.9098,-82.5307,1,5
10/21/2011 0:00:00,27.3315,-82.8342,1,5
10/21/2011 0:00:00,27.7565,-83.0182,1,5
10/21/2011 0:00:00,28.0574,-83.0017,1,5
10/21/2011 0:00:00,28.6098,-82.8548,1,5
10/21/2011 0:00:00,28.9697,-83.0264,1,5
10/21/2011 0:00:00,29.0478,-83.205,1,5
10/21/2011 0:00:00,29.4157,-83.5318,1,5
10/21/2011 0:00:00,29.9133,-83.9767,1,5
10/21/2011 0:00:00,29.893,-84.1072,1,5
10/21/2011 0:00:00,29.694,-84.4409,1,5
10/21/2011 0:00:00,29.4551,-85.0465,1,5
10/21/2011 0:00:00,29.4946,-85.361,1,5
10/21/2011 0:00:00,29.7262,-85.5807,1,5
10/21/2011 0:00:00,30.1594,-86.1946,1,5
10/21/2011 0:00:00,30.2175,-86.851,1,5
10/21/2011 0:00:00,30.1499,-87.5171,1,5
10/21/2011 0:00:00,30.3006,-87.4429,1,5
10/21/2011 0:00:00,30.4256,-87.375,1,5
10/21/2011 0:00:00,30.483,-87.3743,1,5
10/21/2011 0:00:00,30.5658,-87.3907,1,5
